source-path,source-module,source-operation,target-path,target-module,target-operation,direction
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,handles,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,dummy_volume,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,minx,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,duo_t,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,t,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,handles,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,volume_handles,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,G,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,nx.DiGraph,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,stddiv_travel_time,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,np.sqrt,WRITE
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,W,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,s.func_World,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer.Analyzer,s.font_data,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,load_font_data,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y2,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,l.end_node.y,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,t,apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,W.DELTAT,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,labels,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,dummy_speed.get_label,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y2,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,coef,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,t,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.TMAX,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,next_node_mask,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,end_nodes,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,labels,apps/UXsim/uxsim/utils.py,uxsim.utils,speed_labels,WRITE
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,veh,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,veh_list.veh_list,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,miny,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances_dict,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances.distances,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,next_node_mask,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,s.next.s.next,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,labels,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,dummy_volume.get_label,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,average_shortest_distance,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,sum,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer.Analyzer,s.font_file_like,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,io.BytesIO,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,n_lane,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,l.number_of_lanes,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.route_pref,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,weights.weights,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances_dict,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances.distances,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,labels,apps/UXsim/uxsim/utils.py,uxsim.utils,volume_labels,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,average_shortest_distance,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,total_trips,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.route_pref,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,weights.weights,WRITE
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,route_set,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,defaultdict,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.route_pref,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,next_node_mask,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,paths,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,dict,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer.Analyzer,plt.rcParams,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,get_font_for_matplotlib,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,average_distance_traveled,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,sum,WRITE
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,pop_size,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,pop_size,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances_dict,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances.distances,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,average_distance_traveled,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,total_trips,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.World,W.rng,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,np.random.default_rng,WRITE
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,max_iter,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,max_iter,WRITE
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,elite_size,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,elite_size,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,W.ROUTECHOICE.dist,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances_dict,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances.distances,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,var_distance_traveled,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,sum,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.World,W.random_seed,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,random_seed,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances_dict,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,dict,WRITE
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,length,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,len,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,traces,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,draw_dict.draw_dict,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,var_distance_traveled,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,total_trips,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.World,W.TMAX,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,tmax,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,links,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,links,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,ds,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,W.rng.choice,WRITE
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,links,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,new_links,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,average_n_routes,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,sum,WRITE
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,nodes,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,new_nodes,WRITE
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,new_nodes,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,new_nodes_used,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,l,apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,W.NODE_PAIR_LINKS.W.NODE_PAIR_LINKS,WRITE
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,edge.t,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,t,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,vacant_taxis,apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,s.W.VEHICLES.values,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,d2,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,d,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,average_n_routes,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,len,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,d2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,W.rng.choice,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,links,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.W.LINKS,WRITE
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,used_nodes,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set,WRITE
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,edge,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,GraphWidget,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,dist_tmp,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,float,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,links,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,links,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Route,s.W,apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,W,WRITE
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,path,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,edge.shape,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,links,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,links,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,x0,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,taxi.get_xy_coords,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Route,s.name,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,name,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,tmax,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,veh.departure_time,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,tmax,apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,W.DELTAT,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,y0,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,taxi.get_xy_coords,WRITE
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,point,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,path.pointAtPercent,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.TMAX,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,tmax,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,average_n_routes_old,apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,average_n_routes,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,num_nodes,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,len,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.TMAX,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,tmax,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,l,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,s.W.get_link,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.TSIZE,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,x1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,trip_request.orig.x,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,font_resource,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,files.joinpath,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,x1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,trip_request.orig.y,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,distances,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,np.full,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,l1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,W.get_link,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.Q_AREA,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,ddict,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,y1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,trip_request.orig.x,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,y1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,trip_request.orig.y,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,dist,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,math.sqrt,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,l2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,W.get_link,WRITE
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,i,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,link.start_node.id,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.K_AREA,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,ddict,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,dist_tmp,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,dist,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,taxi_tmp,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,taxi,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.links,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,links,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler.TaxiHandler_nearest_matching_radious,s.matching_radious,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,matching_radious,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.ROUTECHOICE,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,RouteChoice,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,vacant_taxis,apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,s.W.VEHICLES.values,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,font_data,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,f.read,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,x1,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,l.start_node.x,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.ADJ_MAT,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,np.zeros,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,x1,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,l.start_node.y,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Route,s.links_name,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,s.links,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,font_file,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,Path,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y1,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,l.start_node.x,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y1,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,l.start_node.y,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,x2,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,l.end_node.x,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,dist_tmp,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,float,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,x2,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,l.end_node.y,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.ADJ_MAT_LINKS,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,dict,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y2,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,l.end_node.x,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,veh.link_arrival_time,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.W.T,WRITE
